-0.0004814225,0.000217244,-0.0005114531
-0.00116937,0.0007390082,-0.001512919
-0.001467173,0.001161426,-0.002367305
-0.001467173,0.001161426,-0.002367305
-0.001764875,0.002258137,0.001176045
-0.001764875,0.002258137,0.001176045
-0.002282755,0.002906524,0.0004630933
-0.002698172,0.003384672,2.059812E-05
-0.003115233,0.003718331,-0.0002075227
-0.003406217,0.003928065,-0.0005106983
-0.00356045,0.004010245,-0.001115151
-0.00356045,0.004010245,-0.001115151
-0.002950623,0.002344444,0.002213637
-0.003271179,0.0009167045,0.002239766
-0.004164719,-0.001670435,0.002655016
-0.004164719,-0.001670435,0.002655016
-0.00599555,-0.005725116,0.007621579
-0.007165921,-0.01206085,0.009582294
-0.007143086,-0.02017234,0.01140013
-0.007143086,-0.02017234,0.01140013
-0.006272231,-0.02951609,0.01265614
-0.006272231,-0.02951609,0.01265614
-0.005558049,-0.05324149,0.02157123
-0.005558049,-0.05324149,0.02157123
-0.006666475,-0.06768747,0.02416535
-0.008430062,-0.08354829,0.02555731
-0.008430062,-0.08354829,0.02555731
-0.00959748,-0.1031215,0.03366932
-0.0118092,-0.1239751,0.03661874
-0.01424614,-0.1465044,0.03878042
-0.01491323,-0.1711049,0.04140365
-0.01491323,-0.1711049,0.04140365
-0.01555989,-0.1971784,0.04456199
-0.01708766,-0.223544,0.04655771
-0.01800169,-0.2549325,0.0535614
-0.01800169,-0.2549325,0.0535614
-0.02080649,-0.2827252,0.05557264
-0.02080649,-0.2827252,0.05557264
-0.02821453,-0.3427649,0.06001111
-0.02821453,-0.3427649,0.06001111
-0.03106651,-0.3703283,0.06194709
-0.03253709,-0.397157,0.06396276
-0.03253709,-0.397157,0.06396276
-0.03413462,-0.4189929,0.06479491
-0.0375437,-0.4438518,0.06402099
-0.0375437,-0.4438518,0.06402099
-0.04437938,-0.4826694,0.06458115
-0.04437938,-0.4826694,0.06458115
-0.04626703,-0.4951575,0.06476822
-0.04626703,-0.4951575,0.06476822
-0.04776441,-0.5021154,0.06701237
-0.04585847,-0.5017741,0.06688391
-0.04577595,-0.4946736,0.07069708
-0.04577595,-0.4946736,0.07069708
-0.04337209,-0.482083,0.0739579
-0.03802526,-0.4658272,0.07615555
-0.02572618,-0.4469245,0.07869458
-0.01590089,-0.4310246,0.08215415
-0.004928718,-0.4160109,0.08510846
-0.004928718,-0.4160109,0.08510846
0.007241957,-0.4035251,0.08852389
0.02023232,-0.3945379,0.0929409
0.03360632,-0.3750381,0.09504282
0.03360632,-0.3750381,0.09504282
0.0487948,-0.3704371,0.09703126
0.06363689,-0.3702568,0.09927449
0.07804462,-0.3751425,0.10269
0.07804462,-0.3751425,0.10269
0.08347299,-0.3877152,0.09126109
0.0942718,-0.4002082,0.09373073
0.0942718,-0.4002082,0.09373073
0.1042684,-0.4174322,0.09813193
0.1143343,-0.4367216,0.1021086
0.1273444,-0.4551197,0.09379278
0.1356469,-0.4756417,0.09747677
0.1356469,-0.4756417,0.09747677
0.1438985,-0.495873,0.1021082
0.1438985,-0.495873,0.1021082
0.1624144,-0.5274875,0.1049464
0.1624144,-0.5274875,0.1049464
0.1717299,-0.5352567,0.1077132
0.1810259,-0.5371139,0.1102192
0.1937175,-0.5329591,0.1053531
0.1937175,-0.5329591,0.1053531
0.2029798,-0.52123,0.1061216
0.2029798,-0.52123,0.1061216
0.2107085,-0.5066273,0.1069429
0.2182302,-0.4862372,0.1081509
0.2240442,-0.462688,0.1090733
0.2240442,-0.462688,0.1090733
0.2282463,-0.4371102,0.1088113
0.2348008,-0.4064751,0.105993
0.2338787,-0.3825018,0.105598
0.2338787,-0.3825018,0.105598
0.2247303,-0.3402946,0.1030628
0.2247303,-0.3402946,0.1030628
0.2149882,-0.3238201,0.1023578
0.2015464,-0.311817,0.1025464
0.2015464,-0.311817,0.1025464
0.1849954,-0.3049293,0.1042437
0.1666528,-0.3106287,0.1067343
0.1461168,-0.3124205,0.1094262
0.1461168,-0.3124205,0.1094262
0.1266431,-0.3160174,0.1121375
0.1067687,-0.320934,0.1159386
0.1067687,-0.320934,0.1159386
0.08924913,-0.3301323,0.1070559
0.08924913,-0.3301323,0.1070559
0.07047999,-0.3332792,0.1104706
0.05166221,-0.3342268,0.1134041
0.03406556,-0.3318726,0.1154436
0.01749269,-0.3264638,0.1172202
0.01749269,-0.3264638,0.1172202
0.01749269,-0.3264638,0.1172202
-0.01458742,-0.3063606,0.1181938
-0.02362387,-0.2923946,0.1047459
-0.03686511,-0.2780954,0.103117
-0.03686511,-0.2780954,0.103117
-0.0653207,-0.2395723,0.08946807
-0.0653207,-0.2395723,0.08946807
-0.07124063,-0.2221015,0.08625368
-0.07124063,-0.2221015,0.08625368
-0.07516126,-0.2044472,0.08301632
-0.07879964,-0.1865594,0.07937696
-0.08176459,-0.1687906,0.074926
-0.08176459,-0.1687906,0.074926
-0.08353723,-0.1520586,0.07049793
-0.08669889,-0.1126507,0.05146696
-0.08757574,-0.09692098,0.04681781
-0.08757574,-0.09692098,0.04681781
-0.08820099,-0.082233,0.04168792
-0.08874706,-0.06891659,0.03664456
-0.08920566,-0.05744314,0.03184523
-0.08883432,-0.04743148,0.02661706
-0.08883432,-0.04743148,0.02661706
-0.0893384,-0.03556195,0.0003635348
-0.08889344,-0.02870977,-0.005925389
-0.08889344,-0.02870977,-0.005925389
-0.08917555,-0.02291296,-0.01209722
-0.08917555,-0.02291296,-0.01209722
-0.08917595,-0.01929054,-0.01664445
